datetime,strike,quantity,price,notional,bid,ask,side,volatility,hedge,exchange,condition
2021-04-01T10:39:29Z,200,1,1.2,120,1.2,1.3,Bid,107.7,189.06,ARCA,Auto-Execution
2021-04-01T10:39:44Z,200,1,1.28,128,1.16,1.3,Mid,108.9,189.25,CBOE,Regular
2021-04-01T10:39:55Z,200,1,1.23,123,1.23,1.28,Bid,107.8,189.19,PEARL,Auto-Execution
2021-04-01T10:40:01Z,200,1,1.16,116,1.11,1.25,Mid,107.7,188.89,CBOE,Auto-Execution
2021-04-01T10:40:07Z,200,1,1.16,116,1.1,1.22,Mid,107.3,188.94,ISE-GEMINI,Auto-Execution
2021-04-01T10:40:23Z,200,1,1.13,113,1.1,1.17,Mid,106.8,188.89,ISE-GEMINI,Auto-Execution
2021-04-01T10:40:31Z,200,1,1.15,115,1.1,1.2,Mid,106.3,189.05,MIAX,Multi-Leg
2021-04-01T10:40:31Z,200,1,1.15,115,1.1,1.19,Mid,107.1,188.93,NASDAQ,Auto-Execution
2021-04-01T10:40:31Z,200,2,1.14,228,1.1,1.14,Ask,106.8,188.93,PEARL,Auto-Execution
2021-04-01T10:40:31Z,200,1,1.14,114,1.1,1.14,Ask,106.8,188.93,PEARL,Auto-Execution
2021-04-01T10:40:35Z,200,2,1.16,232,1.12,1.21,Mid,106.9,189.01,ISE-GEMINI,Auto-Execution
2021-04-01T10:40:36Z,200,2,1.15,230,1.12,1.19,Mid,106.3,189.04,PHLX,Regular
2021-04-01T10:40:40Z,200,1,1.12,112,1.1,1.19,Mid,107.0,188.81,ISE-GEMINI,Auto-Execution
2021-04-01T10:40:42Z,200,40,1.1,4400,1.07,1.15,Mid,107.5,188.63,CBOE,Auto-Execution
2021-04-01T10:40:42Z,200,3,1.1,330,1.1,1.15,Bid,107.5,188.63,CBOE,Auto-Execution
2021-04-01T10:40:46Z,200,1,1.09,109,1.07,1.14,Mid,108.4,188.45,MIAX,Regular
2021-04-01T10:40:47Z,200,1,1.08,108,1.07,1.14,Mid,108.0,188.45,CBOE,Regular
2021-04-01T10:40:48Z,200,1,1.07,107,1.07,1.11,Bid,107.7,188.45,NASDAQ,Auto-Execution
2021-04-01T10:40:53Z,200,1,1.03,103,1.01,1.08,Mid,106.5,188.37,MIAX,Multi-Leg
2021-04-01T10:40:53Z,200,5,1.05,525,1.01,1.08,Mid,107.3,188.37,AMEX,Multi-Leg
2021-04-01T10:40:54Z,200,1,0.99,99,0.99,1.07,Bid,107.5,187.91,ARCA,Auto-Execution
2021-04-01T10:40:54Z,200,1,1,100,0.99,1.07,Mid,107.3,188.03,BATS,Auto-Execution
2021-04-01T10:40:54Z,200,1,1,100,1,1.07,Bid,107.3,188.03,BATS,Auto-Execution
2021-04-01T10:40:54Z,200,1,1,100,1,1.07,Bid,107.3,188.03,ISE-GEMINI,Auto-Execution
2021-04-01T10:40:54Z,200,1,1,100,1,1.07,Bid,107.3,188.03,BATS,Auto-Execution
2021-04-01T10:40:54Z,200,1,1,100,1,1.07,Bid,107.3,188.03,ISE-GEMINI,Auto-Execution
2021-04-01T10:40:54Z,200,1,1,100,1,1.07,Bid,107.3,188.03,PHLX,Auto-Execution
2021-04-01T10:40:54Z,200,1,1,100,1,1.07,Bid,107.3,188.03,NASDAQ,Auto-Execution
2021-04-01T10:40:54Z,200,1,1,100,1,1.07,Bid,107.3,188.02,ISE-GEMINI,Auto-Execution
2021-04-01T10:40:54Z,200,1,1,100,1,1.07,Bid,107.3,188.02,ISE-GEMINI,Auto-Execution
2021-04-01T10:40:54Z,200,1,1.01,101,1.01,1.07,Bid,107.7,188.02,NASDAQ,Auto-Execution
2021-04-01T10:41:04Z,200,1,1.02,102,0.98,1.02,Ask,106.8,188.25,BOX,Auto-Execution
2021-04-01T10:41:05Z,200,1,1.04,104,0.98,1.07,Mid,107.8,188.22,PHLX,Regular
2021-04-01T10:41:08Z,200,1,1.01,101,0.98,1.07,Mid,106.6,188.22,CBOE,Regular
2021-04-01T10:41:08Z,200,1,1.01,101,0.98,1.07,Mid,106.6,188.22,CBOE,Regular
2021-04-01T10:41:13Z,200,1,1.03,103,0.98,1.06,Mid,107.5,188.2,PHLX,Regular
2021-04-01T10:41:14Z,200,4,1.02,408,0.98,1.02,Ask,107.1,188.2,PEARL,Auto-Execution
2021-04-01T10:41:21Z,200,1,1,100,0.98,1,Ask,105.7,188.3,PEARL,Auto-Execution
2021-04-01T10:41:21Z,200,44,1.02,4488,0.98,1.02,Ask,106.5,188.3,CBOE,Auto-Execution
2021-04-01T10:41:21Z,200,6,1.02,612,0.98,1.02,Ask,106.5,188.3,CBOE,Auto-Execution
2021-04-01T10:41:23Z,200,2,1.03,206,0.98,1.03,Ask,106.6,188.35,AMEX,Auto-Execution
2021-04-01T10:41:27Z,200,1,1.01,101,0.98,1.01,Ask,105.8,188.35,BOX,Auto-Execution
2021-04-01T10:41:27Z,200,1,1,100,0.98,1.08,Mid,105.4,188.35,BATS,Auto-Execution
2021-04-01T10:41:42Z,200,1,1.02,102,1.01,1.02,Ask,107.0,188.21,ARCA,Auto-Execution
2021-04-01T10:41:59Z,200,1,1.03,103,1.03,1.06,Bid,107.4,188.21,ARCA,Auto-Execution
2021-04-01T10:42:00Z,200,1,1,100,1,1.06,Bid,106.9,188.09,EDGX,Auto-Execution
2021-04-01T10:42:01Z,200,1,1,100,1,1.06,Bid,107.0,188.07,EDGX,Auto-Execution
2021-04-01T10:42:09Z,200,9,1.03,927,1,1.06,Mid,106.8,188.33,CBOE,Regular
2021-04-01T10:42:09Z,200,3,1.03,309,1,1.03,Ask,107.8,188.15,NASDAQ,Auto-Execution
2021-04-01T10:42:16Z,200,1,1.01,101,1,1.06,Mid,106.0,188.31,AMEX,Regular
2021-04-01T10:42:17Z,200,1,1.06,106,1,1.06,Ask,108.1,188.31,ISE-GEMINI,Auto-Execution
2021-04-01T10:42:24Z,200,2,1.09,218,1.04,1.14,Mid,110.8,188.35,CBOE,Multi-Leg
2021-04-01T10:42:25Z,200,1,1.1,110,1.05,1.13,Mid,111.1,188.35,CBOE,Regular
2021-04-01T10:42:29Z,200,1,1.05,105,1.05,1.11,Bid,109.1,188.36,ISE-GEMINI,Auto-Execution
2021-04-01T10:42:31Z,200,1,1.07,107,1,1.09,Mid,109.9,188.36,BATS,Auto-Execution
2021-04-01T10:42:39Z,200,1,1.05,105,1.02,1.08,Mid,109.1,188.35,MIAX,Multi-Leg
2021-04-01T10:42:41Z,200,1,1.05,105,1,1.08,Mid,109.1,188.36,C2,Multi-Leg
2021-04-01T10:42:41Z,200,1,1.05,105,1,1.08,Mid,109.1,188.36,EDGX,Multi-Leg
2021-04-01T10:42:52Z,200,2,1.1,220,1.01,1.09,Above,111.1,188.35,PEARL,Auto-Execution
2021-04-01T10:43:01Z,200,1,1.05,105,1.05,1.09,Bid,109.1,188.35,AMEX,Regular
2021-04-01T10:43:07Z,200,2,1.12,224,1.07,1.12,Ask,109.2,188.74,NASDAQ,Auto-Execution
2021-04-01T10:43:07Z,200,1,1.12,112,1.07,1.12,Ask,109.2,188.74,ARCA,Auto-Execution
2021-04-01T10:43:07Z,200,1,1.12,112,1.07,1.12,Ask,109.2,188.74,BATS,Auto-Execution
2021-04-01T10:43:07Z,200,2,1.12,224,1.07,1.12,Ask,109.2,188.74,ISE,Auto-Execution
2021-04-01T10:43:23Z,200,5,1.14,570,1.1,1.15,Mid,108.5,188.92,MERCURY,Regular
2021-04-01T10:43:27Z,200,3,1.11,333,1.07,1.15,Mid,108.6,188.78,CBOE,Multi-Leg
2021-04-01T10:43:27Z,200,1,1.1,110,1.1,1.15,Bid,108.3,188.78,ARCA,Auto-Execution
2021-04-01T10:43:27Z,200,3,1.13,339,1.1,1.15,Mid,108.6,188.86,PHLX,Multi-Leg
2021-04-01T10:43:30Z,200,5,1.11,555,1.1,1.14,Mid,108.6,188.78,CBOE,Multi-Leg
2021-04-01T10:43:30Z,200,4,1.11,444,1.1,1.14,Mid,108.6,188.78,CBOE,Multi-Leg
2021-04-01T10:43:32Z,200,1,1.11,111,1.1,1.14,Mid,108.6,188.78,EDGX,Multi-Leg
2021-04-01T10:43:37Z,200,1,1.12,112,1.12,1.14,Bid,109.2,188.73,ISE-GEMINI,Auto-Execution
2021-04-01T10:43:44Z,200,3,1.12,336,1.1,1.14,Mid,109.2,188.73,CBOE,Regular
2021-04-01T10:43:53Z,200,1,1.11,111,1.1,1.14,Mid,108.9,188.73,ISE,Multi-Leg
2021-04-01T10:44:03Z,200,3,1.18,354,1.14,1.18,Ask,110.4,188.83,NASDAQ,Auto-Execution
2021-04-01T10:44:03Z,200,2,1.15,230,1.14,1.15,Ask,109.4,188.83,ISE-GEMINI,Auto-Execution
2021-04-01T10:44:11Z,200,10,1.14,1140,1.14,1.18,Bid,108.9,188.87,ARCA,Auto-Execution
2021-04-01T10:44:15Z,200,4,1.17,468,1.12,1.23,Mid,108.1,189.12,CBOE,Multi-Leg
2021-04-01T10:44:21Z,200,1,1.2,120,1.13,1.2,Ask,108.1,189.24,PHLX,Auto-Execution
2021-04-01T10:44:29Z,200,4,1.22,488,1.13,1.22,Ask,108.5,189.28,NASDAQ,Auto-Execution
2021-04-01T10:44:42Z,200,1,1.23,123,1.12,1.23,Ask,109.4,189.2,NASDAQ,Auto-Execution
2021-04-01T10:44:50Z,200,1,1.2,120,1.13,1.2,Ask,108.5,189.19,NASDAQ,Auto-Execution
2021-04-01T10:44:50Z,200,5,1.2,600,1.2,1.22,Bid,108.5,189.19,ISE-GEMINI,Auto-Execution
2021-04-01T10:44:58Z,200,1,1.2,120,1.2,1.26,Bid,108.5,189.19,PEARL,Auto-Execution
2021-04-01T10:45:01Z,200,1,1.19,119,1.13,1.19,Ask,108.2,189.19,ISE,Multi-Leg
2021-04-01T10:45:01Z,200,3,1.2,360,1.13,1.2,Ask,108.5,189.19,NASDAQ,Auto-Execution
2021-04-01T10:45:02Z,200,2,1.18,236,1.13,1.19,Mid,108.1,189.15,ISE,Multi-Leg
2021-04-01T10:45:05Z,200,5,1.18,590,1.18,1.19,Bid,108.1,189.15,ISE-GEMINI,Auto-Execution
2021-04-01T10:45:12Z,200,2,1.14,228,1.13,1.15,Mid,107.0,189.15,ISE,Multi-Leg
2021-04-01T10:45:12Z,200,1,1.13,113,1.13,1.19,Bid,106.6,189.15,EMERALD,Multi-Leg
2021-04-01T10:45:12Z,200,1,1.16,116,1.13,1.16,Ask,107.6,189.15,NASDAQ,Auto-Execution
2021-04-01T10:45:20Z,200,1,1.13,113,1.12,1.18,Mid,107.6,189.01,BATS,Auto-Execution
2021-04-01T10:45:28Z,200,3,1.12,336,1.12,1.17,Bid,109.4,188.7,PEARL,Auto-Execution
2021-04-01T10:45:28Z,200,1,1.12,112,1.12,1.17,Bid,109.4,188.7,PEARL,Auto-Execution
2021-04-01T10:45:29Z,200,1,1.14,114,1.05,1.14,Ask,110.0,188.7,BOX,Auto-Execution
2021-04-01T10:45:29Z,200,1,1.16,116,1.05,1.16,Ask,110.6,188.7,BOX,Auto-Execution
2021-04-01T10:45:31Z,200,1,1.13,113,1.06,1.14,Mid,109.7,188.7,MIAX,Regular
2021-04-01T10:45:36Z,200,1,1.09,109,1.04,1.09,Ask,108.5,188.69,BOX,Auto-Execution
2021-04-01T10:45:45Z,200,1,1.14,114,1.04,1.15,Mid,109.6,188.77,CBOE,Regular
2021-04-01T10:46:04Z,200,5,1.1,550,1.1,1.15,Bid,109.5,188.59,PEARL,Auto-Execution
2021-04-01T10:46:04Z,200,4,1.1,440,1.1,1.15,Bid,109.5,188.59,PEARL,Auto-Execution
2021-04-01T10:46:15Z,200,1,1.1,110,1.02,1.15,Mid,108.7,188.71,ISE-GEMINI,Auto-Execution
2021-04-01T10:46:20Z,200,2,1.14,228,1.03,1.14,Ask,110.7,188.6,NASDAQ,Auto-Execution
2021-04-01T10:46:20Z,200,3,1.14,342,1.03,1.14,Ask,110.7,188.6,NASDAQ,Auto-Execution
2021-04-01T10:46:28Z,200,3,1.15,345,1.15,1.21,Bid,109.9,188.77,PEARL,Auto-Execution
2021-04-01T10:46:52Z,200,1,1.15,115,1.15,1.19,Bid,109.9,188.77,BATS,Auto-Execution
2021-04-01T10:46:52Z,200,1,1.15,115,1.15,1.19,Bid,109.9,188.77,BATS,Auto-Execution
2021-04-01T10:46:55Z,200,1,1.17,117,1.15,1.19,Mid,110.2,188.81,ISE,Multi-Leg
2021-04-01T10:46:58Z,200,2,1.15,230,1.15,1.19,Bid,109.6,188.81,NASDAQ,Auto-Execution
2021-04-01T10:46:58Z,200,23,1.15,2645,1.15,1.19,Bid,109.6,188.81,BATS,Auto-Execution
2021-04-01T10:47:00Z,200,2,1.19,238,1.15,1.19,Ask,110.5,188.86,ISE-GEMINI,Auto-Execution
2021-04-01T10:47:14Z,200,5,1.25,625,1.25,1.26,Bid,112.3,188.86,ARCA,Auto-Execution
2021-04-01T10:47:28Z,200,1,1.2,120,1.15,1.25,Mid,108.8,189.15,ISE,Multi-Leg
2021-04-01T10:47:36Z,200,1,1.15,115,1.16,1.25,Below,107.0,189.18,PEARL,Auto-Execution
2021-04-01T10:47:46Z,200,22,1.25,2750,1.18,1.25,Ask,107.8,189.51,PEARL,Auto-Execution
2021-04-01T10:47:46Z,200,1,1.25,125,1.18,1.25,Ask,107.8,189.51,PEARL,Auto-Execution
2021-04-01T10:47:46Z,200,3,1.25,375,1.18,1.25,Ask,107.8,189.51,PEARL,Auto-Execution
2021-04-01T10:47:46Z,200,1,1.25,125,1.18,1.25,Ask,107.8,189.51,PEARL,Auto-Execution
2021-04-01T10:47:46Z,200,3,1.25,375,1.18,1.25,Ask,107.6,189.54,PEARL,Auto-Execution
2021-04-01T10:48:00Z,200,1,1.3,130,1.22,1.5,Mid,111.0,189.28,BATS,Auto-Execution
2021-04-01T10:48:07Z,200,1,1.35,135,1.25,1.5,Mid,110.8,189.52,CBOE,Regular
2021-04-01T10:48:20Z,200,1,1.32,132,1.26,1.49,Mid,109.9,189.52,AMEX,Regular
2021-04-01T10:48:21Z,200,1,1.35,135,1.26,1.49,Mid,110.8,189.52,MIAX,Regular
2021-04-01T10:48:38Z,200,1,1.39,139,1.39,1.5,Bid,112.8,189.42,NASDAQ,Auto-Execution
2021-04-01T10:48:42Z,200,1,1.35,135,1.3,1.35,Ask,110.5,189.57,PEARL,Auto-Execution
2021-04-01T10:49:26Z,200,1,1.35,135,1.35,1.41,Bid,112.5,189.29,EMERALD,Auto-Execution
2021-04-01T10:49:26Z,200,2,1.35,270,1.35,1.41,Bid,112.5,189.29,EMERALD,Auto-Execution
2021-04-01T10:49:27Z,200,1,1.35,135,1.35,1.41,Bid,112.5,189.29,EMERALD,Auto-Execution
2021-04-01T10:49:28Z,200,5,1.35,675,1.35,1.41,Bid,112.5,189.29,BOX,Auto-Execution
2021-04-01T10:49:32Z,200,1,1.35,135,1.35,1.36,Bid,110.4,189.58,BATS,Auto-Execution
2021-04-01T10:49:32Z,200,1,1.35,135,1.35,1.44,Bid,110.4,189.58,ARCA,Auto-Execution
2021-04-01T10:49:50Z,200,22,1.4,3080,1.29,1.49,Mid,112.5,189.5,BATS,Auto-Execution
2021-04-01T10:49:50Z,200,1,1.4,140,1.4,1.5,Bid,113.1,189.42,BATS,Auto-Execution
2021-04-01T10:49:54Z,200,2,1.4,280,1.4,1.49,Bid,112.9,189.44,NASDAQ,Auto-Execution
2021-04-01T10:49:55Z,200,64,1.4,8960,1.3,1.4,Ask,113.5,189.36,BATS,Auto-Execution
2021-04-01T10:49:55Z,200,61,1.4,8540,1.4,1.48,Bid,113.5,189.36,BATS,Auto-Execution
2021-04-01T10:49:55Z,200,6,1.4,840,1.4,1.48,Bid,113.5,189.36,BATS,Auto-Execution
2021-04-01T10:49:55Z,200,63,1.4,8820,1.4,1.48,Bid,113.5,189.36,NASDAQ,Auto-Execution
2021-04-01T10:49:55Z,200,2,1.4,280,1.4,1.48,Bid,113.2,189.4,NASDAQ,Auto-Execution
2021-04-01T10:50:30Z,200,1,1.3,130,1.2,1.3,Ask,112.1,189.11,CBOE,Auto-Execution
2021-04-01T10:50:30Z,200,1,1.3,130,1.2,1.3,Ask,112.1,189.11,CBOE,Auto-Execution
2021-04-01T10:50:32Z,200,1,1.29,129,1.2,1.3,Mid,111.8,189.11,EDGX,Regular
2021-04-01T10:50:36Z,200,1,1.3,130,1.21,1.3,Ask,112.0,189.13,CBOE,Auto-Execution
2021-04-01T10:50:36Z,200,1,1.3,130,1.2,1.3,Ask,112.0,189.13,ISE-GEMINI,Auto-Execution
2021-04-01T10:50:36Z,200,2,1.3,260,1.2,1.3,Ask,112.0,189.13,CBOE,Auto-Execution
2021-04-01T10:50:37Z,200,1,1.3,130,1.21,1.3,Ask,112.0,189.13,CBOE,Auto-Execution
2021-04-01T10:50:56Z,200,1,1.3,130,1.2,1.3,Ask,112.9,189,CBOE,Auto-Execution
2021-04-01T10:51:05Z,200,1,1.25,125,1.2,1.25,Ask,109.5,189.27,BOX,Auto-Execution
2021-04-01T10:51:12Z,200,1,1.24,124,1.2,1.3,Mid,110.9,189.02,MERCURY,Regular
2021-04-01T10:51:20Z,200,5,1.25,625,1.25,1.3,Bid,112.8,188.79,ISE-GEMINI,Auto-Execution
2021-04-01T10:51:28Z,200,1,1.2,120,1.2,1.29,Bid,113.3,188.5,NASDAQ,Auto-Execution
2021-04-01T10:51:33Z,200,2,1.13,226,1.13,1.2,Bid,111.6,188.43,NASDAQ-OMX-BX,Auto-Execution
2021-04-01T10:51:33Z,200,1,1.12,112,1.12,1.2,Bid,111.3,188.43,C2,Auto-Execution
2021-04-01T10:51:37Z,200,5,1.14,570,1.14,1.26,Bid,111.9,188.43,NASDAQ-OMX-BX,Auto-Execution
2021-04-01T10:51:47Z,200,1,1.2,120,1.15,1.24,Mid,113.5,188.47,NASDAQ,Auto-Execution
2021-04-01T10:51:48Z,200,1,1.2,120,1.15,1.2,Ask,113.5,188.47,CBOE,Auto-Execution
2021-04-01T10:51:48Z,200,1,1.2,120,1.15,1.2,Ask,113.5,188.47,CBOE,Auto-Execution
2021-04-01T10:51:48Z,200,1,1.2,120,1.15,1.2,Ask,113.5,188.47,CBOE,Auto-Execution
2021-04-01T10:51:48Z,200,4,1.2,480,1.16,1.2,Ask,113.5,188.47,CBOE,Auto-Execution
2021-04-01T10:51:48Z,200,1,1.21,121,1.15,1.24,Mid,113.8,188.47,CBOE,Regular
2021-04-01T10:51:49Z,200,1,1.2,120,1.15,1.2,Ask,113.5,188.47,CBOE,Auto-Execution
2021-04-01T10:51:49Z,200,1,1.2,120,1.15,1.2,Ask,113.5,188.47,CBOE,Auto-Execution
2021-04-01T10:51:52Z,200,2,1.2,240,1.14,1.25,Mid,113.5,188.47,CBOE,Auto-Execution
2021-04-01T10:51:52Z,200,2,1.2,240,1.14,1.2,Ask,113.5,188.47,CBOE,Auto-Execution
2021-04-01T10:51:52Z,200,1,1.19,119,1.14,1.2,Mid,113.2,188.47,MERCURY,Regular
2021-04-01T10:52:10Z,200,1,1.2,120,1.2,1.23,Bid,114.8,188.28,ARCA,Auto-Execution
2021-04-01T10:52:16Z,200,1,1.15,115,1.11,1.23,Mid,113.4,188.26,AMEX,Regular
2021-04-01T10:52:40Z,200,3,1.11,333,1.05,1.23,Mid,115.8,187.96,BATS,Auto-Execution
2021-04-01T10:52:40Z,200,29,1.11,3219,1.05,1.23,Mid,115.8,187.96,BATS,Auto-Execution
2021-04-01T10:52:40Z,200,1,1.11,111,1.11,1.23,Bid,115.8,187.96,BATS,Auto-Execution
2021-04-01T10:52:44Z,200,3,1.16,348,1.06,1.16,Ask,117.4,188,NASDAQ,Auto-Execution
2021-04-01T10:52:46Z,200,1,1.15,115,1.15,1.19,Bid,117.6,187.93,PEARL,Auto-Execution
2021-04-01T10:52:52Z,200,1,1.12,112,1.08,1.18,Mid,116.0,188.02,MERCURY,Regular
2021-04-01T10:53:04Z,200,1,1.1,110,1.1,1.18,Bid,117.2,187.66,NASDAQ,Auto-Execution
2021-04-01T10:53:16Z,200,2,1.1,220,1.1,1.15,Bid,116.9,187.7,PEARL,Auto-Execution
2021-04-01T10:53:19Z,200,1,1.13,113,1.06,1.15,Mid,118.3,187.68,CBOE,Multi-Leg
2021-04-01T10:53:24Z,200,1,1.15,115,1.07,1.15,Ask,118.9,187.72,NASDAQ,Auto-Execution
2021-04-01T10:53:44Z,200,1,1.17,117,1.08,1.17,Ask,118.0,187.96,BATS,Auto-Execution
2021-04-01T10:54:16Z,200,1,1.2,120,1.17,1.28,Mid,117.3,188.18,ISE,Multi-Leg
2021-04-01T10:54:34Z,200,10,1.27,1270,1.17,1.27,Ask,119.3,188.21,PEARL,Auto-Execution
2021-04-01T10:54:35Z,200,1,1.29,129,1.17,1.29,Ask,120.0,188.21,BATS,Auto-Execution
2021-04-01T10:54:35Z,200,1,1.29,129,1.17,1.29,Ask,120.0,188.21,BATS,Auto-Execution
2021-04-01T10:54:35Z,200,2,1.29,258,1.17,1.29,Ask,120.0,188.21,BATS,Auto-Execution
2021-04-01T10:54:35Z,200,1,1.28,128,1.17,1.29,Mid,119.6,188.21,ISE,Regular
2021-04-01T10:54:35Z,200,2,1.28,256,1.17,1.29,Mid,119.6,188.21,BATS,Inter-Market Sweep
2021-04-01T10:54:35Z,200,2,1.29,258,1.17,1.28,Above,120.0,188.21,C2,Auto-Execution
2021-04-01T10:54:35Z,200,1,1.28,128,1.17,1.28,Ask,119.6,188.21,NASDAQ-OMX-BX,Auto-Execution
2021-04-01T10:54:35Z,200,1,1.28,128,1.17,1.28,Ask,119.6,188.21,BATS,Inter-Market Sweep
2021-04-01T10:54:35Z,200,3,1.28,384,1.17,1.28,Ask,119.6,188.21,BATS,Inter-Market Sweep
2021-04-01T10:54:35Z,200,2,1.28,256,1.17,1.28,Ask,119.6,188.21,BATS,Inter-Market Sweep
2021-04-01T10:54:35Z,200,2,1.28,256,1.17,1.28,Ask,119.6,188.21,ISE-GEMINI,Regular
2021-04-01T10:54:35Z,200,5,1.29,645,1.17,1.28,Above,120.0,188.21,CBOE,Auto-Execution
2021-04-01T10:54:35Z,200,2,1.29,258,1.17,1.28,Above,120.0,188.21,CBOE,Auto-Execution
2021-04-01T10:54:35Z,200,5,1.29,645,1.17,1.29,Ask,120.0,188.21,BOX,Auto-Execution
2021-04-01T10:54:35Z,200,2,1.29,258,1.17,1.29,Ask,120.0,188.21,BOX,Auto-Execution
2021-04-01T10:54:36Z,200,2,1.28,256,1.28,1.39,Bid,119.6,188.21,NASDAQ,Auto-Execution
2021-04-01T10:54:36Z,200,2,1.3,260,1.17,1.41,Mid,120.2,188.21,BATS,Auto-Execution
2021-04-01T10:54:36Z,200,3,1.29,387,1.17,1.42,Mid,120.0,188.21,NASDAQ,Inter-Market Sweep
2021-04-01T10:54:36Z,200,2,1.3,260,1.3,1.29,Other,120.2,188.21,BATS,Auto-Execution
2021-04-01T10:54:36Z,200,2,1.29,258,1.3,1.29,Other,120.0,188.21,BATS,Auto-Execution
2021-04-01T10:54:36Z,200,6,1.29,774,1.23,1.29,Ask,120.0,188.21,NASDAQ,Auto-Execution
2021-04-01T10:54:36Z,200,1,1.29,129,1.27,1.29,Ask,120.0,188.21,NASDAQ,Auto-Execution
2021-04-01T10:54:36Z,200,1,1.28,128,1.27,1.29,Mid,119.6,188.21,NASDAQ,Auto-Execution
2021-04-01T10:54:36Z,200,1,1.29,129,1.17,1.29,Ask,120.0,188.21,BATS,Auto-Execution
2021-04-01T10:54:36Z,200,8,1.29,1032,1.17,1.29,Ask,120.0,188.21,BATS,Auto-Execution
2021-04-01T10:54:36Z,200,4,1.29,516,1.27,1.28,Above,120.0,188.21,NASDAQ,Inter-Market Sweep
2021-04-01T10:54:36Z,200,5,1.29,645,1.17,1.29,Ask,120.0,188.21,BATS,Auto-Execution
2021-04-01T10:54:36Z,200,1,1.28,128,1.17,1.29,Mid,119.6,188.21,BATS,Auto-Execution
2021-04-01T10:54:36Z,200,3,1.28,384,1.17,1.28,Ask,119.6,188.21,BATS,Auto-Execution
2021-04-01T10:54:36Z,200,6,1.28,768,1.17,1.28,Ask,119.6,188.21,NASDAQ,Auto-Execution
2021-04-01T10:54:36Z,200,1,1.28,128,1.17,1.28,Ask,119.6,188.21,ARCA,Auto-Execution
2021-04-01T10:54:36Z,200,3,1.28,384,1.17,1.28,Ask,119.6,188.21,NASDAQ,Auto-Execution
2021-04-01T10:54:36Z,200,3,1.28,384,1.17,1.28,Ask,119.6,188.21,NASDAQ,Auto-Execution
2021-04-01T10:54:36Z,200,2,1.28,256,1.17,1.28,Ask,119.6,188.21,ISE,Auto-Execution
2021-04-01T10:54:37Z,200,2,1.3,260,1.17,1.33,Mid,120.6,188.17,NASDAQ,Auto-Execution
2021-04-01T10:54:37Z,200,2,1.3,260,1.3,1.33,Bid,120.6,188.17,NASDAQ,Auto-Execution
2021-04-01T10:54:41Z,200,1,1.17,117,1.17,1.29,Bid,118.5,187.88,NASDAQ,Auto-Execution
2021-04-01T10:54:41Z,200,1,1.17,117,1.17,1.29,Bid,118.5,187.88,BATS,Auto-Execution
2021-04-01T10:54:41Z,200,1,1.17,117,1.17,1.29,Bid,118.5,187.88,NASDAQ-OMX-BX,Auto-Execution
2021-04-01T10:54:49Z,200,2,1.23,246,1.23,1.29,Bid,121.3,187.76,NASDAQ,Auto-Execution
2021-04-01T10:54:54Z,200,1,1.23,123,1.17,1.23,Ask,120.3,187.9,PEARL,Inter-Market Sweep
2021-04-01T10:54:55Z,200,1,1.24,124,1.17,1.29,Mid,120.6,187.9,ISE-GEMINI,Auto-Execution
2021-04-01T10:55:00Z,200,1,1.21,121,1.17,1.23,Mid,120.3,187.81,EDGX,Regular
2021-04-01T10:55:00Z,200,2,1.22,244,1.17,1.23,Mid,120.6,187.81,MERCURY,Regular
2021-04-01T10:55:08Z,200,1,1.23,123,1.17,1.23,Ask,120.6,187.86,PEARL,Auto-Execution
2021-04-01T10:55:26Z,200,6,1.17,702,1.17,1.32,Bid,120.2,187.62,BATS,Auto-Execution
2021-04-01T10:55:26Z,200,1,1.17,117,1.17,1.32,Bid,120.2,187.62,BATS,Auto-Execution
2021-04-01T10:55:26Z,200,1,1.17,117,1.17,1.32,Bid,120.1,187.65,BATS,Auto-Execution
2021-04-01T10:55:33Z,200,1,1.23,123,1.23,1.31,Bid,122.2,187.62,PEARL,Auto-Execution
2021-04-01T10:55:49Z,200,10,1.3,1300,1.15,1.31,Mid,123.5,187.76,ISE,Multi-Leg
2021-04-01T10:55:54Z,200,1,1.3,130,1.21,1.31,Mid,120.8,188.14,BATS,Auto-Execution
2021-04-01T10:55:54Z,200,1,1.3,130,1.3,1.31,Bid,120.8,188.14,BATS,Auto-Execution
2021-04-01T10:55:54Z,200,2,1.18,236,1.15,1.31,Mid,118.2,187.97,AMEX,Multi-Leg
2021-04-01T10:55:55Z,200,1,1.25,125,1.15,1.31,Mid,119.2,188.14,PHLX,Regular
2021-04-01T10:55:56Z,200,1,1.23,123,1.15,1.31,Mid,118.6,188.14,NASDAQ,Auto-Execution
2021-04-01T10:56:11Z,200,1,1.25,125,1.17,1.32,Mid,118.4,188.25,ISE,Multi-Leg
2021-04-01T10:56:27Z,200,1,1.23,123,1.17,1.32,Mid,118.4,188.17,PHLX,Regular
2021-04-01T10:56:29Z,200,1,1.29,129,1.18,1.29,Ask,119.8,188.23,PEARL,Auto-Execution
2021-04-01T10:56:29Z,200,1,1.29,129,1.18,1.29,Ask,120.4,188.15,BATS,Auto-Execution
2021-04-01T10:56:41Z,200,2,1.28,256,1.21,1.37,Mid,117.3,188.55,PHLX,Regular
