datetime,stock,exchange,quantity,price,notional,bid,ask,condition
2021-04-01 10:57:54,191.45,EDGX,1523,188,"$286,324",188,188.16,Sweep
2021-04-01 10:57:54,191.45,EDGX,1581,188,"$297,228",188,188.16,
2021-04-01 10:57:54,191.45,Dark Pool,4000,188,"$752,000",187.95,188.16,
2021-04-01 10:57:54,191.45,Dark Pool,4800,187.98,"$902,304",187.95,188.16,
2021-04-01 10:58:06,191.45,Dark Pool,1300,188.003,"$244,404",188.01,188.34,
2021-04-01 10:58:28,191.45,EDGX,4384,188,"$824,192",188,188.17,
2021-04-01 10:58:32,191.45,EDGX,3149,187.9,"$591,697",187.9,188.15,
2021-04-01 10:58:32,191.45,Dark Pool,2600,187.98,"$488,748",187.82,188.07,
2021-04-01 10:58:32,191.45,Dark Pool,1400,187.98,"$263,172",187.82,188.07,
2021-04-01 10:59:18,191.45,Dark Pool,1300,188.473,"$245,015",188.47,188.84,
2021-04-01 11:01:04,191.45,Dark Pool,1300,189.285,"$246,070",189.18,189.39,
2021-04-01 11:01:19,191.45,Dark Pool,1425,188.61,"$268,769",188.61,188.89,
2021-04-01 11:04:30,191.45,IEX,2882,190,"$547,580",189.78,190,
2021-04-01 11:04:30,191.45,Dark Pool,2882,189.846,"$547,136",189.78,190.08,
2021-04-01 11:06:47,191.45,EDGX,4653,188,"$874,764",188,188.4,
2021-04-01 11:06:47,191.45,NASDAQ,1823,187.98,"$342,688",187.98,188.28,
2021-04-01 11:06:47,191.45,Dark Pool,4000,187.98,"$751,920",187.8,188,
2021-04-01 11:06:47,191.45,Dark Pool,3000,187.98,"$563,940",187.77,188,
2021-04-01 11:10:08,191.45,EDGX,4124,187.98,"$775,230",187.98,188.2,
2021-04-01 11:10:08,191.45,Dark Pool,4900,188,"$921,200",187.82,188.2,
2021-04-01 11:10:08,191.45,Dark Pool,4000,187.98,"$751,920",187.82,188.2,
2021-04-01 11:11:07,191.45,EDGX,1131,188,"$212,628",187.98,188.25,Sweep
2021-04-01 11:11:07,191.45,Dark Pool,3000,188,"$564,000",187.98,188.25,
2021-04-01 11:12:41,191.45,Dark Pool,1360,188.28,"$256,061",188.28,188.5,
2021-04-01 11:12:43,191.45,EDGX,1763,188,"$331,444",188,188.15,
2021-04-01 11:12:43,191.45,EDGX,2489,188,"$467,932",187.98,188.15,
2021-04-01 11:12:43,191.45,Dark Pool,4000,187.98,"$751,920",187.98,188.31,
2021-04-01 11:12:49,191.45,Dark Pool,2000,187.983,"$375,966",187.98,188.31,
2021-04-01 11:13:07,191.45,EDGX,2596,187.98,"$487,996",187.98,188.1,
2021-04-01 11:13:40,191.45,Dark Pool,1623,187.92,"$304,994",187.5,187.92,
2021-04-01 11:13:40,191.45,Dark Pool,1142,187.92,"$214,605",187.51,187.92,
2021-04-01 11:13:56,191.45,Dark Pool,1144,188,"$215,072",188,188.43,
2021-04-01 11:20:27,191.45,Dark Pool,1825,188.87,"$344,688",188.87,189.13,
2021-04-01 11:23:06,191.45,EDGX,1414,188,"$265,832",188,188.29,Sweep
2021-04-01 11:23:06,191.45,EDGX,2486,188,"$467,368",188,188.29,
2021-04-01 11:32:31,191.45,NYSE,1320,187.1,"$246,972",187.1,187.56,Sweep
2021-04-01 11:33:14,191.45,NYSE,2366,187,"$442,442",187,187.25,
2021-04-01 11:33:18,191.45,Dark Pool,1200,186.65,"$223,980",186.58,186.99,
2021-04-01 11:34:31,191.45,Dark Pool,1341,186.26,"$249,775",186.26,186.55,
